target,horizon,model,product,vol_gate_q,fold,n_train,n_test,ic,median_edge_excess_half_spread,frac_edge_clears_half_spread,passed_gate
fwd_ret,50,lgbm,MICROCHIP_RECTANGLE,5,LOO_D4,19702,9851,0.003697940859378236,,,False
fwd_ret,100,ridge,MICROCHIP_RECTANGLE,5,D2->D3,9801,9801,0.05994289378976006,2.439338152960156,0.6818691970207121,False
fwd_ret,100,ridge,MICROCHIP_RECTANGLE,5,D2+D3->D4,19602,9801,0.0023940805354169675,1.0914472609925019,0.5904499540863177,False
fwd_ret,100,ridge,MICROCHIP_RECTANGLE,5,LOO_D2,19602,9801,-0.008211909705990074,,,False
fwd_ret,100,ridge,MICROCHIP_RECTANGLE,5,LOO_D3,19602,9801,0.05533499117841128,,,False
fwd_ret,100,ridge,MICROCHIP_RECTANGLE,5,LOO_D4,19602,9801,0.0023940805354169675,,,False
fwd_ret,100,lgbm,MICROCHIP_RECTANGLE,5,D2->D3,9801,9801,0.09352071032198954,10.922050478443946,0.865421895724926,False
fwd_ret,100,lgbm,MICROCHIP_RECTANGLE,5,D2+D3->D4,19602,9801,-0.009167292679780932,9.932485254222133,0.8454239363330273,False
fwd_ret,100,lgbm,MICROCHIP_RECTANGLE,5,LOO_D2,19602,9801,0.010320392581076651,,,False
fwd_ret,100,lgbm,MICROCHIP_RECTANGLE,5,LOO_D3,19602,9801,-0.03992732323647574,,,False
fwd_ret,100,lgbm,MICROCHIP_RECTANGLE,5,LOO_D4,19602,9801,-0.009167292679780932,,,False
fwd_ret,50,ridge,MICROCHIP_SQUARE,5,D2->D3,9851,9851,0.05911434845244057,-1.1108822291214793,0.40178662064765,False
fwd_ret,50,ridge,MICROCHIP_SQUARE,5,D2+D3->D4,19702,9851,-0.08911926935404278,1.4336987631848865,0.5976043041315603,False
fwd_ret,50,ridge,MICROCHIP_SQUARE,5,LOO_D2,19702,9851,0.04807398926605224,,,False
fwd_ret,50,ridge,MICROCHIP_SQUARE,5,LOO_D3,19702,9851,-0.039004159776015,,,False
fwd_ret,50,ridge,MICROCHIP_SQUARE,5,LOO_D4,19702,9851,-0.08911926935404278,,,False
fwd_ret,50,lgbm,MICROCHIP_SQUARE,5,D2->D3,9851,9851,-0.08699342304739337,7.502789802975524,0.7640848644807634,False
fwd_ret,50,lgbm,MICROCHIP_SQUARE,5,D2+D3->D4,19702,9851,-0.022634302136766156,8.932035102231232,0.7862145975027915,False
fwd_ret,50,lgbm,MICROCHIP_SQUARE,5,LOO_D2,19702,9851,-0.013334698095886159,,,False
fwd_ret,50,lgbm,MICROCHIP_SQUARE,5,LOO_D3,19702,9851,-0.08074577211187745,,,False
fwd_ret,50,lgbm,MICROCHIP_SQUARE,5,LOO_D4,19702,9851,-0.022634302136766156,,,False
fwd_ret,100,ridge,MICROCHIP_SQUARE,5,D2->D3,9801,9801,0.009180659509287793,-0.0744457587609455,0.4944393429241914,False
fwd_ret,100,ridge,MICROCHIP_SQUARE,5,D2+D3->D4,19602,9801,-0.011120550176051609,7.938986374201276,0.8310376492194674,False
fwd_ret,100,ridge,MICROCHIP_SQUARE,5,LOO_D2,19602,9801,0.036861843247250725,,,False
fwd_ret,100,ridge,MICROCHIP_SQUARE,5,LOO_D3,19602,9801,0.016765807240910535,,,False
fwd_ret,100,ridge,MICROCHIP_SQUARE,5,LOO_D4,19602,9801,-0.011120550176051609,,,False
fwd_ret,100,lgbm,MICROCHIP_SQUARE,5,D2->D3,9801,9801,-0.05674148524196995,15.803439908821652,0.8505254565860626,False
fwd_ret,100,lgbm,MICROCHIP_SQUARE,5,D2+D3->D4,19602,9801,-0.03324090939144058,19.57479348792511,0.8751147842056933,False
fwd_ret,100,lgbm,MICROCHIP_SQUARE,5,LOO_D2,19602,9801,-0.04523379019982932,,,False
fwd_ret,100,lgbm,MICROCHIP_SQUARE,5,LOO_D3,19602,9801,-0.05427924207747845,,,False
fwd_ret,100,lgbm,MICROCHIP_SQUARE,5,LOO_D4,19602,9801,-0.03324090939144058,,,False
fwd_ret,50,ridge,MICROCHIP_TRIANGLE,5,D2->D3,9851,9851,0.053801484897494894,-0.4696383028839328,0.4532534768043853,False
fwd_ret,50,ridge,MICROCHIP_TRIANGLE,5,D2+D3->D4,19702,9851,-0.018827316567469922,-0.3324746087581838,0.4634047304842148,False
fwd_ret,50,ridge,MICROCHIP_TRIANGLE,5,LOO_D2,19702,9851,0.03054078048137342,,,False
fwd_ret,50,ridge,MICROCHIP_TRIANGLE,5,LOO_D3,19702,9851,-0.004852691164942805,,,False
fwd_ret,50,ridge,MICROCHIP_TRIANGLE,5,LOO_D4,19702,9851,-0.018827316567469922,,,False
fwd_ret,50,lgbm,MICROCHIP_TRIANGLE,5,D2->D3,9851,9851,-0.018951493899823483,7.737837547331528,0.8003248401177545,False
fwd_ret,50,lgbm,MICROCHIP_TRIANGLE,5,D2+D3->D4,19702,9851,-0.10060409536834963,5.566446460313502,0.7836767840828343,False
fwd_ret,50,lgbm,MICROCHIP_TRIANGLE,5,LOO_D2,19702,9851,-0.06964731191447669,,,False
fwd_ret,50,lgbm,MICROCHIP_TRIANGLE,5,LOO_D3,19702,9851,-0.09992733039651833,,,False
fwd_ret,50,lgbm,MICROCHIP_TRIANGLE,5,LOO_D4,19702,9851,-0.10060409536834963,,,False
fwd_ret,100,ridge,MICROCHIP_TRIANGLE,5,D2->D3,9801,9801,0.033036958583722256,1.3395222859920395,0.598408325681053,False
fwd_ret,100,ridge,MICROCHIP_TRIANGLE,5,D2+D3->D4,19602,9801,0.02478356535062814,1.0466491126390656,0.6005509641873278,False
fwd_ret,100,ridge,MICROCHIP_TRIANGLE,5,LOO_D2,19602,9801,0.027875165845272856,,,False
fwd_ret,100,ridge,MICROCHIP_TRIANGLE,5,LOO_D3,19602,9801,-0.0011965260967298085,,,False
fwd_ret,100,ridge,MICROCHIP_TRIANGLE,5,LOO_D4,19602,9801,0.02478356535062814,,,False
fwd_ret,100,lgbm,MICROCHIP_TRIANGLE,5,D2->D3,9801,9801,-0.0024363069225017005,16.03784278560726,0.8886848280787675,False
fwd_ret,100,lgbm,MICROCHIP_TRIANGLE,5,D2+D3->D4,19602,9801,0.025956495243768547,11.569740897624024,0.8582797673706765,False
fwd_ret,100,lgbm,MICROCHIP_TRIANGLE,5,LOO_D2,19602,9801,-0.04646639552780207,,,False
fwd_ret,100,lgbm,MICROCHIP_TRIANGLE,5,LOO_D3,19602,9801,-0.022106694540574203,,,False
fwd_ret,100,lgbm,MICROCHIP_TRIANGLE,5,LOO_D4,19602,9801,0.025956495243768547,,,False
