ema_span,vol_window,vol_mult,min_half_spread,inv_skew,pnl,sharpe,max_dd,final_pos
30,10,1.5,3.0,0.0,671.0,0.022691702339671348,-2300.0,49
30,10,0.5,5.0,0.0,416.0,0.022620565920334217,-1564.0,34
30,5,1.0,5.0,0.0,416.0,0.022620565920334217,-1564.0,34
30,5,0.5,5.0,0.0,416.0,0.022620565920334217,-1564.0,34
30,20,0.5,5.0,0.0,416.0,0.022620565920334217,-1564.0,34
5,20,1.5,2.0,0.0,44.0,0.021915568720271925,-184.0,4
30,10,1.0,5.0,0.0,312.0,0.02138393045149159,-1196.0,26
30,20,1.0,5.0,0.0,247.0,0.021094340198477255,-966.0,21
10,5,1.0,3.0,0.0,560.0,0.020749186759020845,-2300.0,50
30,10,3.0,1.0,0.0,71.0,0.020662413051155386,-287.0,8
30,10,3.0,2.0,0.0,71.0,0.020662413051155386,-287.0,8
30,5,2.0,5.0,0.0,199.0,0.019748296441391967,-782.0,17
30,5,1.5,5.0,0.0,191.0,0.018954347281130532,-782.0,17
30,20,1.5,5.0,0.0,191.0,0.018954347281130532,-782.0,17
20,10,1.0,3.0,0.0,557.0,0.01837587272201204,-2300.0,50
5,20,1.0,3.0,0.0,36.0,0.017873069446810826,-184.0,4
30,5,2.0,5.0,1.0,13.0,0.016119587445894635,-153.0,0
30,10,2.0,5.0,0.0,72.0,0.013955199273204467,-368.0,8
20,10,1.5,5.0,0.0,72.0,0.013955199273204467,-368.0,8
20,20,1.5,5.0,0.0,72.0,0.013955199273204467,-368.0,8
30,20,2.0,5.0,0.0,72.0,0.013955199273204467,-368.0,8
20,10,1.0,5.0,0.0,64.0,0.01240453209573217,-368.0,8
20,20,1.0,5.0,0.0,64.0,0.01240453209573217,-368.0,8
20,20,0.5,5.0,0.0,64.0,0.01240453209573217,-368.0,8
20,5,1.5,5.0,0.0,64.0,0.01240453209573217,-368.0,8
20,5,1.0,5.0,0.0,64.0,0.01240453209573217,-368.0,8
20,10,0.5,5.0,0.0,64.0,0.01240453209573217,-368.0,8
20,5,0.5,5.0,0.0,64.0,0.01240453209573217,-368.0,8
10,20,1.5,3.0,0.0,35.0,0.011638944060532227,-230.0,5
30,10,1.5,5.0,0.0,56.0,0.010853861195877874,-368.0,8
20,10,1.0,3.0,1.0,12.0,0.00754083103777151,-225.0,2
20,5,2.0,1.0,1.0,9.0,0.006732191770825338,-203.0,0
5,20,1.5,1.0,0.0,8.0,0.004302506941306603,-148.0,-2
10,5,3.0,8.0,2.0,0.0,0.0,0.0,0
5,10,2.0,8.0,0.0,0.0,0.0,0.0,0
5,10,2.0,8.0,0.5,0.0,0.0,0.0,0
5,10,2.0,8.0,1.0,0.0,0.0,0.0,0
5,10,2.0,8.0,2.0,0.0,0.0,0.0,0
5,10,3.0,1.0,0.0,0.0,0.0,0.0,0
5,10,3.0,1.0,0.5,0.0,0.0,0.0,0
5,10,3.0,1.0,1.0,0.0,0.0,0.0,0
5,10,3.0,1.0,2.0,0.0,0.0,0.0,0
10,5,2.0,8.0,2.0,0.0,0.0,0.0,0
10,5,3.0,1.0,0.0,0.0,0.0,0.0,0
10,5,3.0,1.0,0.5,0.0,0.0,0.0,0
10,5,3.0,1.0,1.0,0.0,0.0,0.0,0
10,5,3.0,1.0,2.0,0.0,0.0,0.0,0
10,5,3.0,2.0,0.0,0.0,0.0,0.0,0
10,5,3.0,2.0,0.5,0.0,0.0,0.0,0
10,5,3.0,2.0,1.0,0.0,0.0,0.0,0
10,5,3.0,2.0,2.0,0.0,0.0,0.0,0
10,5,3.0,3.0,0.0,0.0,0.0,0.0,0
10,5,3.0,3.0,0.5,0.0,0.0,0.0,0
10,5,3.0,3.0,1.0,0.0,0.0,0.0,0
10,5,3.0,3.0,2.0,0.0,0.0,0.0,0
5,10,3.0,2.0,0.0,0.0,0.0,0.0,0
5,10,3.0,2.0,0.5,0.0,0.0,0.0,0
5,10,3.0,2.0,1.0,0.0,0.0,0.0,0
5,5,1.0,5.0,2.0,0.0,0.0,0.0,0
5,5,1.0,8.0,0.0,0.0,0.0,0.0,0
5,5,1.0,8.0,0.5,0.0,0.0,0.0,0
5,5,1.0,8.0,1.0,0.0,0.0,0.0,0
5,5,1.0,8.0,2.0,0.0,0.0,0.0,0
5,10,3.0,2.0,2.0,0.0,0.0,0.0,0
5,10,3.0,3.0,0.0,0.0,0.0,0.0,0
5,10,3.0,3.0,0.5,0.0,0.0,0.0,0
5,10,3.0,3.0,1.0,0.0,0.0,0.0,0
5,10,3.0,3.0,2.0,0.0,0.0,0.0,0
10,10,0.5,5.0,0.0,0.0,0.0,0.0,0
10,10,0.5,5.0,0.5,0.0,0.0,0.0,0
10,10,0.5,5.0,1.0,0.0,0.0,0.0,0
10,10,0.5,8.0,1.0,0.0,0.0,0.0,0
10,10,0.5,8.0,2.0,0.0,0.0,0.0,0
10,10,1.0,5.0,0.0,0.0,0.0,0.0,0
10,10,1.0,5.0,0.5,0.0,0.0,0.0,0
30,20,0.5,8.0,0.0,0.0,0.0,0.0,0
30,20,0.5,8.0,0.5,0.0,0.0,0.0,0
30,20,0.5,8.0,1.0,0.0,0.0,0.0,0
30,20,0.5,8.0,2.0,0.0,0.0,0.0,0
5,5,1.0,5.0,0.0,0.0,0.0,0.0,0
30,20,2.0,8.0,0.5,0.0,0.0,0.0,0
5,5,1.0,5.0,1.0,0.0,0.0,0.0,0
10,10,1.0,5.0,1.0,0.0,0.0,0.0,0
10,10,1.0,5.0,2.0,0.0,0.0,0.0,0
10,10,1.0,8.0,0.0,0.0,0.0,0.0,0
10,10,1.0,8.0,0.5,0.0,0.0,0.0,0
10,10,1.0,8.0,1.0,0.0,0.0,0.0,0
10,10,1.0,8.0,2.0,0.0,0.0,0.0,0
10,10,1.5,5.0,0.0,0.0,0.0,0.0,0
10,10,1.5,5.0,0.5,0.0,0.0,0.0,0
10,10,1.5,5.0,1.0,0.0,0.0,0.0,0
10,10,1.5,5.0,2.0,0.0,0.0,0.0,0
10,10,0.5,5.0,2.0,0.0,0.0,0.0,0
10,10,0.5,8.0,0.0,0.0,0.0,0.0,0
10,10,0.5,8.0,0.5,0.0,0.0,0.0,0
30,10,3.0,8.0,1.0,0.0,0.0,0.0,0
30,10,3.0,8.0,2.0,0.0,0.0,0.0,0
10,10,1.5,8.0,0.0,0.0,0.0,0.0,0
10,10,1.5,8.0,0.5,0.0,0.0,0.0,0
10,10,1.5,8.0,1.0,0.0,0.0,0.0,0
10,10,1.5,8.0,2.0,0.0,0.0,0.0,0
5,10,2.0,3.0,0.0,0.0,0.0,0.0,0
5,10,2.0,3.0,0.5,0.0,0.0,0.0,0
5,10,2.0,3.0,1.0,0.0,0.0,0.0,0
10,5,1.5,8.0,0.5,0.0,0.0,0.0,0
10,5,1.5,8.0,1.0,0.0,0.0,0.0,0
10,5,1.5,8.0,2.0,0.0,0.0,0.0,0
10,5,2.0,3.0,0.0,0.0,0.0,0.0,0
10,5,2.0,3.0,0.5,0.0,0.0,0.0,0
10,5,2.0,3.0,1.0,0.0,0.0,0.0,0
10,5,2.0,3.0,2.0,0.0,0.0,0.0,0
10,5,2.0,5.0,0.0,0.0,0.0,0.0,0
10,5,2.0,5.0,0.5,0.0,0.0,0.0,0
10,5,2.0,5.0,1.0,0.0,0.0,0.0,0
10,5,2.0,5.0,2.0,0.0,0.0,0.0,0
10,5,2.0,8.0,0.0,0.0,0.0,0.0,0
10,5,2.0,8.0,0.5,0.0,0.0,0.0,0
10,5,2.0,8.0,1.0,0.0,0.0,0.0,0
5,10,2.0,3.0,2.0,0.0,0.0,0.0,0
5,10,2.0,5.0,0.0,0.0,0.0,0.0,0
5,10,2.0,5.0,0.5,0.0,0.0,0.0,0
10,10,2.0,5.0,0.0,0.0,0.0,0.0,0
10,10,2.0,5.0,0.5,0.0,0.0,0.0,0
10,10,2.0,5.0,1.0,0.0,0.0,0.0,0
10,10,2.0,5.0,2.0,0.0,0.0,0.0,0
10,10,2.0,8.0,0.0,0.0,0.0,0.0,0
10,10,2.0,8.0,0.5,0.0,0.0,0.0,0
10,10,2.0,8.0,1.0,0.0,0.0,0.0,0
10,10,2.0,8.0,2.0,0.0,0.0,0.0,0
30,10,3.0,5.0,0.0,0.0,0.0,0.0,0
30,10,3.0,5.0,0.5,0.0,0.0,0.0,0
30,10,3.0,5.0,1.0,0.0,0.0,0.0,0
30,10,3.0,5.0,2.0,0.0,0.0,0.0,0
30,10,3.0,8.0,0.0,0.0,0.0,0.0,0
30,10,3.0,8.0,0.5,0.0,0.0,0.0,0
10,10,3.0,3.0,0.0,0.0,0.0,0.0,0
10,10,3.0,3.0,0.5,0.0,0.0,0.0,0
10,10,3.0,3.0,1.0,0.0,0.0,0.0,0
10,10,3.0,3.0,2.0,0.0,0.0,0.0,0
10,10,3.0,5.0,0.0,0.0,0.0,0.0,0
10,10,3.0,5.0,0.5,0.0,0.0,0.0,0
10,10,3.0,5.0,1.0,0.0,0.0,0.0,0
10,10,3.0,5.0,2.0,0.0,0.0,0.0,0
10,10,3.0,8.0,0.0,0.0,0.0,0.0,0
10,10,3.0,8.0,0.5,0.0,0.0,0.0,0
10,5,1.5,5.0,0.0,0.0,0.0,0.0,0
10,5,1.5,5.0,0.5,0.0,0.0,0.0,0
10,5,1.5,5.0,1.0,0.0,0.0,0.0,0
10,5,1.5,5.0,2.0,0.0,0.0,0.0,0
10,5,1.5,8.0,0.0,0.0,0.0,0.0,0
5,10,2.0,5.0,1.0,0.0,0.0,0.0,0
5,10,2.0,5.0,2.0,0.0,0.0,0.0,0
5,5,1.0,5.0,0.5,0.0,0.0,0.0,0
10,10,3.0,8.0,1.0,0.0,0.0,0.0,0
10,10,3.0,8.0,2.0,0.0,0.0,0.0,0
10,20,0.5,5.0,0.0,0.0,0.0,0.0,0
10,20,0.5,5.0,0.5,0.0,0.0,0.0,0
10,20,0.5,5.0,1.0,0.0,0.0,0.0,0
10,20,0.5,5.0,2.0,0.0,0.0,0.0,0
10,20,0.5,8.0,0.0,0.0,0.0,0.0,0
10,20,0.5,8.0,0.5,0.0,0.0,0.0,0
10,20,1.0,5.0,0.0,0.0,0.0,0.0,0
10,20,1.0,5.0,0.5,0.0,0.0,0.0,0
10,20,1.0,5.0,1.0,0.0,0.0,0.0,0
10,20,1.0,5.0,2.0,0.0,0.0,0.0,0
10,20,1.0,8.0,0.0,0.0,0.0,0.0,0
10,20,1.0,8.0,0.5,0.0,0.0,0.0,0
30,10,2.0,8.0,0.0,0.0,0.0,0.0,0
30,10,2.0,8.0,0.5,0.0,0.0,0.0,0
30,10,2.0,8.0,1.0,0.0,0.0,0.0,0
30,10,2.0,8.0,2.0,0.0,0.0,0.0,0
30,20,1.0,8.0,2.0,0.0,0.0,0.0,0
10,5,1.0,5.0,0.0,0.0,0.0,0.0,0
10,5,1.0,5.0,0.5,0.0,0.0,0.0,0
10,5,1.0,5.0,1.0,0.0,0.0,0.0,0
10,5,1.0,5.0,2.0,0.0,0.0,0.0,0
10,5,1.0,8.0,0.0,0.0,0.0,0.0,0
10,5,1.0,8.0,0.5,0.0,0.0,0.0,0
10,5,1.0,8.0,1.0,0.0,0.0,0.0,0
10,5,1.0,8.0,2.0,0.0,0.0,0.0,0
10,20,1.0,8.0,1.0,0.0,0.0,0.0,0
10,20,1.0,8.0,2.0,0.0,0.0,0.0,0
5,10,1.5,3.0,0.0,0.0,0.0,0.0,0
5,10,1.5,3.0,0.5,0.0,0.0,0.0,0
5,10,1.5,3.0,1.0,0.0,0.0,0.0,0
5,10,1.5,3.0,2.0,0.0,0.0,0.0,0
5,10,1.5,5.0,0.0,0.0,0.0,0.0,0
5,10,1.5,5.0,0.5,0.0,0.0,0.0,0
5,10,1.5,5.0,1.0,0.0,0.0,0.0,0
5,10,1.5,5.0,2.0,0.0,0.0,0.0,0
5,10,1.5,8.0,0.0,0.0,0.0,0.0,0
5,10,1.5,8.0,0.5,0.0,0.0,0.0,0
10,20,0.5,8.0,1.0,0.0,0.0,0.0,0
10,20,0.5,8.0,2.0,0.0,0.0,0.0,0
5,10,1.5,8.0,1.0,0.0,0.0,0.0,0
5,10,1.5,8.0,2.0,0.0,0.0,0.0,0
10,20,1.5,5.0,0.0,0.0,0.0,0.0,0
10,20,1.5,5.0,0.5,0.0,0.0,0.0,0
10,20,1.5,5.0,1.0,0.0,0.0,0.0,0
10,20,1.5,5.0,2.0,0.0,0.0,0.0,0
10,20,1.5,8.0,0.0,0.0,0.0,0.0,0
10,20,1.5,8.0,0.5,0.0,0.0,0.0,0
10,20,1.5,8.0,1.0,0.0,0.0,0.0,0
10,20,1.5,8.0,2.0,0.0,0.0,0.0,0
10,20,2.0,5.0,1.0,0.0,0.0,0.0,0
10,20,2.0,5.0,2.0,0.0,0.0,0.0,0
10,20,2.0,8.0,0.0,0.0,0.0,0.0,0
10,20,2.0,8.0,0.5,0.0,0.0,0.0,0
10,20,2.0,8.0,1.0,0.0,0.0,0.0,0
10,20,2.0,8.0,2.0,0.0,0.0,0.0,0
10,20,3.0,1.0,0.0,0.0,0.0,0.0,0
10,20,3.0,1.0,0.5,0.0,0.0,0.0,0
30,10,1.5,8.0,0.0,0.0,0.0,0.0,0
30,10,1.5,8.0,0.5,0.0,0.0,0.0,0
30,10,1.5,8.0,1.0,0.0,0.0,0.0,0
30,10,1.5,8.0,2.0,0.0,0.0,0.0,0
10,20,3.0,3.0,0.0,0.0,0.0,0.0,0
10,20,3.0,3.0,0.5,0.0,0.0,0.0,0
10,20,3.0,3.0,1.0,0.0,0.0,0.0,0
10,20,3.0,3.0,2.0,0.0,0.0,0.0,0
10,20,3.0,5.0,0.0,0.0,0.0,0.0,0
10,20,3.0,5.0,0.5,0.0,0.0,0.0,0
10,20,3.0,5.0,1.0,0.0,0.0,0.0,0
10,20,3.0,5.0,2.0,0.0,0.0,0.0,0
10,20,3.0,8.0,0.0,0.0,0.0,0.0,0
10,20,3.0,8.0,0.5,0.0,0.0,0.0,0
10,20,2.0,3.0,0.0,0.0,0.0,0.0,0
10,20,2.0,3.0,0.5,0.0,0.0,0.0,0
10,20,2.0,3.0,1.0,0.0,0.0,0.0,0
10,20,2.0,3.0,2.0,0.0,0.0,0.0,0
10,20,2.0,5.0,0.0,0.0,0.0,0.0,0
10,20,2.0,5.0,0.5,0.0,0.0,0.0,0
5,10,1.0,8.0,2.0,0.0,0.0,0.0,0
10,20,3.0,8.0,1.0,0.0,0.0,0.0,0
10,20,3.0,8.0,2.0,0.0,0.0,0.0,0
20,5,0.5,8.0,0.0,0.0,0.0,0.0,0
20,5,0.5,8.0,0.5,0.0,0.0,0.0,0
20,5,0.5,8.0,1.0,0.0,0.0,0.0,0
10,20,3.0,1.0,1.0,0.0,0.0,0.0,0
10,20,3.0,1.0,2.0,0.0,0.0,0.0,0
10,20,3.0,2.0,0.0,0.0,0.0,0.0,0
5,20,3.0,8.0,0.0,0.0,0.0,0.0,0
5,20,3.0,8.0,0.5,0.0,0.0,0.0,0
5,20,3.0,8.0,1.0,0.0,0.0,0.0,0
10,5,0.5,5.0,0.0,0.0,0.0,0.0,0
10,5,0.5,5.0,0.5,0.0,0.0,0.0,0
10,5,0.5,5.0,1.0,0.0,0.0,0.0,0
10,5,0.5,5.0,2.0,0.0,0.0,0.0,0
10,5,0.5,8.0,0.0,0.0,0.0,0.0,0
10,5,0.5,8.0,0.5,0.0,0.0,0.0,0
10,5,0.5,8.0,1.0,0.0,0.0,0.0,0
10,5,0.5,8.0,2.0,0.0,0.0,0.0,0
30,20,1.0,8.0,0.0,0.0,0.0,0.0,0
30,20,1.0,8.0,0.5,0.0,0.0,0.0,0
30,20,1.0,8.0,1.0,0.0,0.0,0.0,0
10,20,3.0,2.0,0.5,0.0,0.0,0.0,0
10,20,3.0,2.0,1.0,0.0,0.0,0.0,0
10,20,3.0,2.0,2.0,0.0,0.0,0.0,0
20,5,0.5,8.0,2.0,0.0,0.0,0.0,0
5,10,1.0,3.0,0.0,0.0,0.0,0.0,0
5,10,1.0,3.0,0.5,0.0,0.0,0.0,0
5,10,1.0,3.0,1.0,0.0,0.0,0.0,0
5,10,1.0,3.0,2.0,0.0,0.0,0.0,0
5,10,1.0,5.0,0.0,0.0,0.0,0.0,0
5,10,1.0,5.0,0.5,0.0,0.0,0.0,0
5,10,1.0,5.0,1.0,0.0,0.0,0.0,0
5,10,1.0,5.0,2.0,0.0,0.0,0.0,0
5,10,1.0,8.0,0.0,0.0,0.0,0.0,0
5,10,1.0,8.0,0.5,0.0,0.0,0.0,0
5,10,1.0,8.0,1.0,0.0,0.0,0.0,0
20,5,1.0,8.0,0.0,0.0,0.0,0.0,0
20,5,1.0,8.0,0.5,0.0,0.0,0.0,0
20,5,1.0,8.0,1.0,0.0,0.0,0.0,0
20,5,1.0,8.0,2.0,0.0,0.0,0.0,0
5,5,1.5,8.0,2.0,0.0,0.0,0.0,0
30,10,1.5,1.0,1.0,0.0,0.0,-346.0,3
5,20,3.0,2.0,0.0,0.0,0.0,0.0,0
5,20,3.0,2.0,0.5,0.0,0.0,0.0,0
5,20,3.0,2.0,1.0,0.0,0.0,0.0,0
30,20,1.5,8.0,0.0,0.0,0.0,0.0,0
30,20,1.5,8.0,0.5,0.0,0.0,0.0,0
5,20,3.0,3.0,0.5,0.0,0.0,0.0,0
5,20,3.0,3.0,1.0,0.0,0.0,0.0,0
5,20,3.0,3.0,2.0,0.0,0.0,0.0,0
5,20,3.0,5.0,0.0,0.0,0.0,0.0,0
5,20,3.0,5.0,0.5,0.0,0.0,0.0,0
5,20,3.0,5.0,1.0,0.0,0.0,0.0,0
5,20,3.0,5.0,2.0,0.0,0.0,0.0,0
5,5,1.5,8.0,0.0,0.0,0.0,0.0,0
5,5,1.5,8.0,0.5,0.0,0.0,0.0,0
5,5,1.5,8.0,1.0,0.0,0.0,0.0,0
5,5,2.0,3.0,0.5,0.0,0.0,0.0,0
20,5,1.5,8.0,0.0,0.0,0.0,0.0,0
20,5,1.5,8.0,0.5,0.0,0.0,0.0,0
20,5,1.5,8.0,1.0,0.0,0.0,0.0,0
20,5,1.5,8.0,2.0,0.0,0.0,0.0,0
20,5,2.0,5.0,2.0,0.0,0.0,0.0,0
20,5,2.0,8.0,0.0,0.0,0.0,0.0,0
20,5,2.0,8.0,0.5,0.0,0.0,0.0,0
20,5,2.0,8.0,1.0,0.0,0.0,0.0,0
30,10,1.0,8.0,0.0,0.0,0.0,0.0,0
30,10,1.0,8.0,0.5,0.0,0.0,0.0,0
30,10,1.0,8.0,1.0,0.0,0.0,0.0,0
30,10,1.0,8.0,2.0,0.0,0.0,0.0,0
5,5,1.5,3.0,0.0,0.0,0.0,0.0,0
5,5,1.5,3.0,0.5,0.0,0.0,0.0,0
5,5,1.5,3.0,1.0,0.0,0.0,0.0,0
5,5,1.5,3.0,2.0,0.0,0.0,0.0,0
5,5,1.5,5.0,0.0,0.0,0.0,0.0,0
5,5,1.5,5.0,0.5,0.0,0.0,0.0,0
5,5,1.5,5.0,1.0,0.0,0.0,0.0,0
5,5,1.5,5.0,2.0,0.0,0.0,0.0,0
20,5,3.0,2.0,2.0,0.0,0.0,0.0,0
20,5,3.0,3.0,0.0,0.0,0.0,0.0,0
20,5,3.0,3.0,0.5,0.0,0.0,0.0,0
20,5,3.0,3.0,1.0,0.0,0.0,0.0,0
20,5,3.0,3.0,2.0,0.0,0.0,0.0,0
20,5,3.0,5.0,0.0,0.0,0.0,0.0,0
20,5,3.0,5.0,0.5,0.0,0.0,0.0,0
20,5,3.0,5.0,1.0,0.0,0.0,0.0,0
30,5,1.5,8.0,0.5,0.0,0.0,0.0,0
20,5,2.0,5.0,0.0,0.0,0.0,0.0,0
20,5,2.0,5.0,0.5,0.0,0.0,0.0,0
20,5,2.0,5.0,1.0,0.0,0.0,0.0,0
20,5,3.0,8.0,0.5,0.0,0.0,0.0,0
20,5,3.0,8.0,1.0,0.0,0.0,0.0,0
20,5,3.0,8.0,2.0,0.0,0.0,0.0,0
30,5,0.5,8.0,2.0,0.0,0.0,0.0,0
20,5,2.0,8.0,2.0,0.0,0.0,0.0,0
20,5,3.0,1.0,0.0,0.0,0.0,0.0,0
20,5,3.0,1.0,0.5,0.0,0.0,0.0,0
20,5,3.0,1.0,1.0,0.0,0.0,0.0,0
20,5,3.0,1.0,2.0,0.0,0.0,0.0,0
20,5,3.0,2.0,0.0,0.0,0.0,0.0,0
20,5,3.0,2.0,0.5,0.0,0.0,0.0,0
20,5,3.0,2.0,1.0,0.0,0.0,0.0,0
20,10,0.5,8.0,0.0,0.0,0.0,0.0,0
20,10,0.5,8.0,0.5,0.0,0.0,0.0,0
20,10,0.5,8.0,1.0,0.0,0.0,0.0,0
20,10,0.5,8.0,2.0,0.0,0.0,0.0,0
5,10,0.5,5.0,0.0,0.0,0.0,0.0,0
5,10,0.5,5.0,0.5,0.0,0.0,0.0,0
5,10,0.5,5.0,1.0,0.0,0.0,0.0,0
5,10,0.5,5.0,2.0,0.0,0.0,0.0,0
5,10,0.5,8.0,0.0,0.0,0.0,0.0,0
5,10,0.5,8.0,0.5,0.0,0.0,0.0,0
5,10,0.5,8.0,1.0,0.0,0.0,0.0,0
5,10,0.5,8.0,2.0,0.0,0.0,0.0,0
5,20,2.0,3.0,0.0,0.0,0.0,0.0,0
5,20,2.0,3.0,0.5,0.0,0.0,0.0,0
5,20,2.0,3.0,1.0,0.0,0.0,0.0,0
5,20,3.0,8.0,2.0,0.0,0.0,0.0,0
5,20,2.0,5.0,0.5,0.0,0.0,0.0,0
5,20,2.0,5.0,1.0,0.0,0.0,0.0,0
5,20,2.0,5.0,2.0,0.0,0.0,0.0,0
5,20,2.0,8.0,0.0,0.0,0.0,0.0,0
5,20,2.0,8.0,0.5,0.0,0.0,0.0,0
5,20,2.0,8.0,1.0,0.0,0.0,0.0,0
5,20,2.0,8.0,2.0,0.0,0.0,0.0,0
5,20,3.0,1.0,0.0,0.0,0.0,0.0,0
5,20,3.0,1.0,0.5,0.0,0.0,0.0,0
5,20,3.0,1.0,1.0,0.0,0.0,0.0,0
5,20,3.0,1.0,2.0,0.0,0.0,0.0,0
20,5,3.0,5.0,2.0,0.0,0.0,0.0,0
20,5,3.0,8.0,0.0,0.0,0.0,0.0,0
30,10,0.5,8.0,2.0,0.0,0.0,0.0,0
5,10,3.0,5.0,0.0,0.0,0.0,0.0,0
5,10,3.0,5.0,0.5,0.0,0.0,0.0,0
5,10,3.0,5.0,1.0,0.0,0.0,0.0,0
5,10,3.0,5.0,2.0,0.0,0.0,0.0,0
20,10,2.0,5.0,2.0,0.0,0.0,0.0,0
20,10,2.0,8.0,0.0,0.0,0.0,0.0,0
20,10,1.0,8.0,0.0,0.0,0.0,0.0,0
20,10,1.0,8.0,0.5,0.0,0.0,0.0,0
20,10,1.0,8.0,1.0,0.0,0.0,0.0,0
20,10,1.0,8.0,2.0,0.0,0.0,0.0,0
5,10,3.0,8.0,0.0,0.0,0.0,0.0,0
5,10,3.0,8.0,0.5,0.0,0.0,0.0,0
5,20,1.5,5.0,0.5,0.0,0.0,0.0,0
5,20,1.5,5.0,1.0,0.0,0.0,0.0,0
5,20,1.5,5.0,2.0,0.0,0.0,0.0,0
5,20,3.0,2.0,2.0,0.0,0.0,0.0,0
5,20,3.0,3.0,0.0,0.0,0.0,0.0,0
5,20,1.5,8.0,0.5,0.0,0.0,0.0,0
5,20,1.5,8.0,1.0,0.0,0.0,0.0,0
5,20,1.5,8.0,2.0,0.0,0.0,0.0,0
5,20,2.0,1.0,0.0,0.0,0.0,0.0,0
5,20,2.0,1.0,0.5,0.0,0.0,0.0,0
5,20,2.0,1.0,1.0,0.0,0.0,0.0,0
5,20,2.0,1.0,2.0,0.0,0.0,0.0,0
5,20,2.0,2.0,0.0,0.0,0.0,0.0,0
5,20,2.0,2.0,0.5,0.0,0.0,0.0,0
5,20,2.0,2.0,1.0,0.0,0.0,0.0,0
5,20,2.0,2.0,2.0,0.0,0.0,0.0,0
30,10,0.5,8.0,0.0,0.0,0.0,0.0,0
30,10,0.5,8.0,0.5,0.0,0.0,0.0,0
30,10,0.5,8.0,1.0,0.0,0.0,0.0,0
30,5,3.0,8.0,0.5,0.0,0.0,0.0,0
30,5,3.0,8.0,1.0,0.0,0.0,0.0,0
30,5,3.0,8.0,2.0,0.0,0.0,0.0,0
5,10,3.0,8.0,1.0,0.0,0.0,0.0,0
20,10,1.5,8.0,0.0,0.0,0.0,0.0,0
20,10,1.5,8.0,0.5,0.0,0.0,0.0,0
20,10,1.5,8.0,1.0,0.0,0.0,0.0,0
20,10,1.5,8.0,2.0,0.0,0.0,0.0,0
20,10,2.0,5.0,0.0,0.0,0.0,0.0,0
20,10,2.0,5.0,0.5,0.0,0.0,0.0,0
20,10,2.0,5.0,1.0,0.0,0.0,0.0,0
20,10,2.0,8.0,0.5,0.0,0.0,0.0,0
20,10,2.0,8.0,1.0,0.0,0.0,0.0,0
20,10,2.0,8.0,2.0,0.0,0.0,0.0,0
20,10,3.0,5.0,0.0,0.0,0.0,0.0,0
30,5,3.0,5.0,1.0,0.0,0.0,0.0,0
30,5,3.0,5.0,2.0,0.0,0.0,0.0,0
30,5,3.0,8.0,0.0,0.0,0.0,0.0,0
30,5,3.0,3.0,2.0,0.0,0.0,0.0,0
30,5,3.0,5.0,0.0,0.0,0.0,0.0,0
30,5,3.0,5.0,0.5,0.0,0.0,0.0,0
20,10,3.0,5.0,0.5,0.0,0.0,0.0,0
20,10,3.0,5.0,1.0,0.0,0.0,0.0,0
20,10,3.0,5.0,2.0,0.0,0.0,0.0,0
20,10,3.0,8.0,0.0,0.0,0.0,0.0,0
20,10,3.0,8.0,0.5,0.0,0.0,0.0,0
20,10,3.0,8.0,1.0,0.0,0.0,0.0,0
20,10,3.0,8.0,2.0,0.0,0.0,0.0,0
5,5,3.0,8.0,0.0,0.0,0.0,0.0,0
5,5,3.0,8.0,0.5,0.0,0.0,0.0,0
5,5,3.0,8.0,1.0,0.0,0.0,0.0,0
5,20,0.5,8.0,0.5,0.0,0.0,0.0,0
5,20,0.5,8.0,1.0,0.0,0.0,0.0,0
5,20,0.5,8.0,2.0,0.0,0.0,0.0,0
5,20,2.0,3.0,2.0,0.0,0.0,0.0,0
5,20,2.0,5.0,0.0,0.0,0.0,0.0,0
5,20,1.0,8.0,2.0,0.0,0.0,0.0,0
5,10,3.0,8.0,2.0,0.0,0.0,0.0,0
30,20,3.0,3.0,1.0,0.0,0.0,0.0,0
5,20,1.5,3.0,0.0,0.0,0.0,0.0,0
5,20,1.5,3.0,0.5,0.0,0.0,0.0,0
5,20,1.5,3.0,1.0,0.0,0.0,0.0,0
5,20,1.5,3.0,2.0,0.0,0.0,0.0,0
5,20,1.5,5.0,0.0,0.0,0.0,0.0,0
5,5,3.0,8.0,2.0,0.0,0.0,0.0,0
20,20,0.5,8.0,0.0,0.0,0.0,0.0,0
20,20,0.5,8.0,0.5,0.0,0.0,0.0,0
30,5,2.0,8.0,1.0,0.0,0.0,0.0,0
30,5,2.0,8.0,2.0,0.0,0.0,0.0,0
30,5,3.0,1.0,0.0,0.0,0.0,0.0,0
30,5,3.0,1.0,0.5,0.0,0.0,0.0,0
30,5,3.0,1.0,1.0,0.0,0.0,0.0,0
30,5,3.0,1.0,2.0,0.0,0.0,0.0,0
30,5,3.0,2.0,0.0,0.0,0.0,0.0,0
30,5,3.0,2.0,0.5,0.0,0.0,0.0,0
30,5,3.0,2.0,1.0,0.0,0.0,0.0,0
30,5,3.0,2.0,2.0,0.0,0.0,0.0,0
30,5,3.0,3.0,0.0,0.0,0.0,0.0,0
30,5,3.0,3.0,0.5,0.0,0.0,0.0,0
30,5,3.0,3.0,1.0,0.0,0.0,0.0,0
30,20,3.0,3.0,2.0,0.0,0.0,0.0,0
