feature,importance,target,horizon,model,product,vol_gate_q
microprice_dev_lag50,0.0,fwd_ret,100,lgbm,POOLED,4
obi_l1_lag50,0.0,fwd_ret,100,lgbm,POOLED,4
obi_l3_lag1,0.0,fwd_ret,100,lgbm,POOLED,4
obi_l1_lag1,0.0,fwd_ret,100,lgbm,POOLED,4
obi_l1_lag5,0.0,fwd_ret,100,lgbm,POOLED,4
obi_l3_lag50,0.0,fwd_ret,100,lgbm,POOLED,4
microprice_dev_lag5,0.0,fwd_ret,100,lgbm,POOLED,4
obi_l3_lag20,0.0,fwd_ret,100,lgbm,POOLED,4
obi_l1_lag20,0.0,fwd_ret,100,lgbm,POOLED,4
fam_mean_ret_10_lag20,0.0,fwd_ret,100,lgbm,POOLED,4
fam_mean_obi_l1_lag20,0.0,fwd_ret,100,lgbm,POOLED,4
