feature,importance,target,horizon,model,product,vol_gate_q
obi_l3_lag50,168.72444764171178,fwd_ret,100,ridge,PEBBLES_L,5
obi_l3_lag20,140.77737208115042,fwd_ret,100,ridge,PEBBLES_L,5
obi_l3_lag1,138.89356722932916,fwd_ret,100,ridge,PEBBLES_L,5
obi_l3_lag5,127.9199094877743,fwd_ret,100,ridge,PEBBLES_L,5
fam_mean_obi_l1_lag20,67.89077835567292,fwd_ret,100,ridge,PEBBLES_L,5
obi_l1_lag20,45.15421054874127,fwd_ret,100,ridge,PEBBLES_L,5
fam_mean_obi_l1_lag5,31.15506615310142,fwd_ret,100,ridge,PEBBLES_L,5
obi_l1_lag50,25.31021374066061,fwd_ret,100,ridge,PEBBLES_L,5
obi_l1_lag5,21.725564995663735,fwd_ret,100,ridge,PEBBLES_L,5
fam_mean_microprice_dev_lag20,21.309407775209895,fwd_ret,100,ridge,PEBBLES_L,5
microprice_dev_lag50,16.636306957622956,fwd_ret,100,ridge,PEBBLES_L,5
microprice_dev_lag5,16.360206663016573,fwd_ret,100,ridge,PEBBLES_L,5
fam_mean_microprice_dev_lag5,14.367930963907751,fwd_ret,100,ridge,PEBBLES_L,5
obi_l1_lag1,12.533316645439175,fwd_ret,100,ridge,PEBBLES_L,5
microprice_dev_lag1,10.819466778483145,fwd_ret,100,ridge,PEBBLES_L,5
microprice_dev_lag20,9.468166942209733,fwd_ret,100,ridge,PEBBLES_L,5
std_500_lag5,6.265974341307766,fwd_ret,100,ridge,PEBBLES_L,5
std_500_lag1,5.526887942989346,fwd_ret,100,ridge,PEBBLES_L,5
signed_flow_20_lag50,2.5780442543887023,fwd_ret,100,ridge,PEBBLES_L,5
std_500_lag20,1.6672270118221804,fwd_ret,100,ridge,PEBBLES_L,5
signed_flow_20_lag20,1.1174749043529837,fwd_ret,100,ridge,PEBBLES_L,5
spread_bps_lag20,1.065969478274609,fwd_ret,100,ridge,PEBBLES_L,5
signed_flow_20_lag1,1.0270095611018943,fwd_ret,100,ridge,PEBBLES_L,5
std_500_lag50,0.9138244559932955,fwd_ret,100,ridge,PEBBLES_L,5
spread_bps_lag50,0.7108727621050467,fwd_ret,100,ridge,PEBBLES_L,5
fam_mean_ret_10_lag5,0.6385616402032664,fwd_ret,100,ridge,PEBBLES_L,5
fam_mean_ret_10_lag20,0.5825662808371561,fwd_ret,100,ridge,PEBBLES_L,5
spread_bps_lag5,0.49082178054275805,fwd_ret,100,ridge,PEBBLES_L,5
std_50_lag5,0.24861888611776514,fwd_ret,100,ridge,PEBBLES_L,5
signed_flow_20_lag5,0.2048178819984727,fwd_ret,100,ridge,PEBBLES_L,5
std_50_lag1,0.11772607063930708,fwd_ret,100,ridge,PEBBLES_L,5
ret_10_lag20,0.10991430310551517,fwd_ret,100,ridge,PEBBLES_L,5
vwap_dev_lag1,0.0899036630217441,fwd_ret,100,ridge,PEBBLES_L,5
ret_10_lag5,0.08559301449552915,fwd_ret,100,ridge,PEBBLES_L,5
ret_10_lag50,0.07670396773967192,fwd_ret,100,ridge,PEBBLES_L,5
std_50_lag20,0.05912310039052759,fwd_ret,100,ridge,PEBBLES_L,5
ret_10_lag1,0.05159901850453076,fwd_ret,100,ridge,PEBBLES_L,5
ret_1_lag1,0.05089816149456971,fwd_ret,100,ridge,PEBBLES_L,5
ret_1_lag5,0.023071350161860207,fwd_ret,100,ridge,PEBBLES_L,5
vwap_dev_lag50,0.019640076599951574,fwd_ret,100,ridge,PEBBLES_L,5
std_50_lag50,0.016296965404047428,fwd_ret,100,ridge,PEBBLES_L,5
spread_bps_lag1,0.01498003760865109,fwd_ret,100,ridge,PEBBLES_L,5
ret_1_lag20,0.014924322886314262,fwd_ret,100,ridge,PEBBLES_L,5
ret_1_lag50,0.008338939122287295,fwd_ret,100,ridge,PEBBLES_L,5
vwap_dev_lag20,0.0036527883009060845,fwd_ret,100,ridge,PEBBLES_L,5
vwap_dev_lag5,0.0016215382942354308,fwd_ret,100,ridge,PEBBLES_L,5
std_500_lag50,606091561.2675781,fwd_ret,100,lgbm,PEBBLES_L,5
std_500_lag1,442639011.09277344,fwd_ret,100,lgbm,PEBBLES_L,5
std_500_lag20,377573353.99609375,fwd_ret,100,lgbm,PEBBLES_L,5
std_50_lag50,232854726.14453125,fwd_ret,100,lgbm,PEBBLES_L,5
std_500_lag5,211336670.49121094,fwd_ret,100,lgbm,PEBBLES_L,5
std_50_lag20,200851267.20703125,fwd_ret,100,lgbm,PEBBLES_L,5
std_50_lag1,181445081.2236328,fwd_ret,100,lgbm,PEBBLES_L,5
vwap_dev_lag1,149401160.39453125,fwd_ret,100,lgbm,PEBBLES_L,5
vwap_dev_lag50,143154172.69921875,fwd_ret,100,lgbm,PEBBLES_L,5
vwap_dev_lag20,124163951.89257812,fwd_ret,100,lgbm,PEBBLES_L,5
spread_bps_lag20,116520470.60546875,fwd_ret,100,lgbm,PEBBLES_L,5
spread_bps_lag50,113396121.703125,fwd_ret,100,lgbm,PEBBLES_L,5
spread_bps_lag5,101831154.7265625,fwd_ret,100,lgbm,PEBBLES_L,5
std_50_lag5,95800339.51171875,fwd_ret,100,lgbm,PEBBLES_L,5
signed_flow_20_lag20,91510379.5,fwd_ret,100,lgbm,PEBBLES_L,5
spread_bps_lag1,85570408.70117188,fwd_ret,100,lgbm,PEBBLES_L,5
signed_flow_20_lag50,84462002.97851562,fwd_ret,100,lgbm,PEBBLES_L,5
vwap_dev_lag5,68011551.19140625,fwd_ret,100,lgbm,PEBBLES_L,5
signed_flow_20_lag1,64153139.611328125,fwd_ret,100,lgbm,PEBBLES_L,5
signed_flow_20_lag5,30591928.58203125,fwd_ret,100,lgbm,PEBBLES_L,5
ret_10_lag1,18882576.0078125,fwd_ret,100,lgbm,PEBBLES_L,5
ret_10_lag50,17307900.50390625,fwd_ret,100,lgbm,PEBBLES_L,5
ret_10_lag5,12732555.919921875,fwd_ret,100,lgbm,PEBBLES_L,5
ret_10_lag20,12423296.87890625,fwd_ret,100,lgbm,PEBBLES_L,5
fam_mean_microprice_dev_lag5,2073483.0,fwd_ret,100,lgbm,PEBBLES_L,5
fam_mean_microprice_dev_lag20,1279945.69921875,fwd_ret,100,lgbm,PEBBLES_L,5
ret_1_lag5,985319.6005859375,fwd_ret,100,lgbm,PEBBLES_L,5
ret_1_lag1,943634.8955078125,fwd_ret,100,lgbm,PEBBLES_L,5
ret_1_lag20,449336.193359375,fwd_ret,100,lgbm,PEBBLES_L,5
